,country,name,title,woman_title,Woman Candidate Master (WCM),Candidate Master (CM),Woman FIDE Master (WFM),FIDE Master (FM),Woman International Master (WIM),International Master (IM),Woman Grandmaster (WGM),Grandmaster (GM)
6437,GER,"Schaefer, Markus",IM,,,,,,,1991.0,,
6438,GER,"Schebler, Gerhard",GM,,,,,,,1995.0,,2004.0
6439,GER,"Scherer, Helmut",FM,,,,,2014.0,,,,
6440,GER,"Schmidt, Harald",FM,,,,,2010.0,,,,
6441,GER,"Schmidt, Peter",IM,,,,,,,1993.0,,
6442,HUN,"Schmikli, Laszlo",FM,,,,,2013.0,,,,
6443,GER,"Schoellmann, Jochen",FM,,,,,,,,,
6444,EST,"Seeman, Tarvo",IM,,,,,,,1998.0,,
6445,ESP,"Segura Ariza, Jose Luis",CM,,,2004.0,,,,,,
6446,UKR,"Senchichin, Jarina",WFM,WFM,,,,,,,,
6447,EST,"Sepp, Olav",IM,,,,,,,1994.0,,
6448,ROU,"Serdean, Pavel-Dorin",FM,,,,,,,,,
6449,CRO,"Sermek, Drazen",GM,,,,,,,1990.0,,1994.0
6450,USA,"Serper, Grigory",GM,,,,,,,1988.0,,1992.0
6451,RUS,"Severgin, Valentin",FM,,,,,2006.0,,,,
6452,ISR,"Shachar, Ehud",IM,,,,,,,2017.0,,
6453,RUS,"Shaginjan, Armen",IM,,,,,,,2013.0,,
6454,GEO,"Shalamberidze, Akaki",IM,,,,,,,1998.0,,
6455,RUS,"Shcherbakov, Ruslan",GM,,,,,,,1990.0,,1993.0
6456,RUS,"Shevelev, Sergei",IM,,,,,,,1992.0,,
6457,RUS,"Shikalov, Roman",FM,,,,,,,,,
6458,UKR,"Shishkin, Vadim",GM,,,,,,,1995.0,,2007.0
6459,UKR,"Shmuter, Leonid",IM,,,,,,,1992.0,,
6460,EGY,"Sobh, Amrou",IM,,,,,,,2016.0,,
6461,AUT,"Sommerbauer, Norbert",IM,,,,,,,1999.0,,
6462,GER,"Sondermann, Johannes",CM,,,2008.0,,,,,,
6463,GER,"Sonnberger, Reinhard",FM,,,,,,,,,
6464,BRA,"Souza Neves, Andrey M.",FM,,,,,2017.0,,,,
6465,FRA,"Spielmann, Alain",FM,,,,,,,,,
6466,NED,"Spreeuw, Jaap",FM,,,,,2004.0,,,,
6467,NOR,"Stokstad, Petter G.",CM,,,2007.0,,,,,,
6468,GER,"Stolz, Mike",FM,,,,,,,,,
6469,ENG,"Summerscale, Aaron P",GM,,,,,,,1994.0,,1997.0
6470,GEO,"Supatashvili, Khvicha",IM,,,,,,,1993.0,,
6471,RUS,"Sutorikhin, Jevgenij",IM,,,,,,,2001.0,,
6472,ROU,"Szabo, Attila",FM,,,,,,,,,
6473,ROU,"Tantau, Adrian-Dumitru",FM,,,,,1995.0,,,,
6474,GER,"ter Stal, Rainer",CM,,,2017.0,,,,,,
6475,ISL,"Thorhallsson, Throstur",GM,,,,,,,1987.0,,1996.0
6476,RUS,"Tkachev, Alexander",FM,,,,,2008.0,,,,
6477,ARG,"Tobares, Leandro",FM,,,,,2013.0,,,,
6478,SRB,"Tomasevic, Tanja",WFM,WFM,,,,,,,,
6479,GER,"Trabert, Bettina",WGM,WGM,,,,,1987.0,,2000.0,
6480,GER,"Trachtmann, Mark",FM,,,,,,,,,
6481,CAN,"Tremblay, Rejean",CM,,,2019.0,,,,,,
6482,CZE,"Trickov, Vasil",IM,,,,,,,1994.0,,
6483,CRC,"Trigueros Fallas, Gustavo Adolfo",FM,,,,,,,,,
6484,BIH,"Trkulja, Goran",IM,,,,,,,2012.0,,
6485,EST,"Tsiganova, Monika",WIM,WIM,,,,,,,,
6486,USA,"Tsodikova, Natalia",WFM,WFM,,,2018.0,,,,,
6487,MGL,"Tungalag, Nyamaa",WFM,WFM,,,,,,,,
6488,LTU,"Turauskiene, Renata",WIM,WIM,,,,,2003.0,,,
6489,UKR,"Tymoshenko, Ihor",FM,,,,,2010.0,,,,
6490,RUS,"Ukolov, Aleksandr",FM,,,,,2012.0,,,,
6491,GER,"Urban, Julian",IM,,,,,,,1991.0,,
6492,PER,"Uria, Javier",FM,,,,,,,,,
6493,ROU,"Ursuleac, Nicoleta-Viorica",WFM,WFM,,,,,,,,
6494,VEN,"Uzcanga Castro, Jose Antonio",CM,,,2014.0,,,,,,
6495,COL,"Vargas, Eduar Misael",CM,,,2017.0,,,,,,
6496,USA,"Vaserstein, Gregory",CM,,,2004.0,,,,,,
6497,BUL,"Vasilev, Nikolai",FM,,,,,2013.0,,,,
6498,CHI,"Vasquez Schroeder, Rodrigo",GM,,,,,,,,,2004.0
6499,SLO,"Velickovic, Zoran",IM,,,,,,,2004.0,,
6500,UKR,"Veliev, Siyavush",FM,,,,,2017.0,,,,
6501,FRA,"Veron, Cyprien",CM,,,2007.0,,,,,,
6502,ESP,"Vigil Alvarez, Luis",FM,,,,,2007.0,,,,
6503,GER,"Voigt, Martin",FM,,,,,,,,,
6504,SMR,"Volpinari, Danilo",FM,,,2005.0,,2018.0,,,,
6505,GER,"Von Buelow, Georg",FM,,,,,1995.0,,,,
6506,CZE,"Walek, Milan",FM,,,,,,,,,
6507,CHN,"Wang, Miao",WFM,WFM,,,,,,,,
6508,SWE,"Wessman, Richard",IM,,,,,,,1990.0,,
6509,GER,"Wicht, Juergen",CM,,,2007.0,,,,,,
6510,GER,"Wolter, Kai, Dr.",FM,,,,,,,,,
6511,MAS,"Wong, Su Yi Audrey",WIM,WIM,,,,,1985.0,,,
6512,ENG,"Wood, David A",FM,,,,,,,,,
6513,SGP,"Wu, Shaobin",GM,,,,,,,1991.0,,1998.0
6514,CAN,"Yoos, John C.",FM,,,,,,,,,
6515,USA,"Yu, Peter",FM,,,,,,,,,
6516,LTU,"Zagorskis, Darius",GM,,,,,,,1992.0,,2013.0
6517,RUS,"Zaiatz, Elena",IM,WGM,,,,,1988.0,2005.0,,
6518,MAR,"Zair, Abdelkarim",FM,,,,,,,,,
6519,MAS,"Zakaria, Mohd Fadli",CM,,,2010.0,,,,,,
6520,SRB,"Zelenaya-Azaric, Galina",WFM,WFM,,,,,,,,
6521,GER,"Zeller, Frank",IM,,,,,,,2001.0,,
6522,SWE,"Zetterberg, Staffan",CM,,,2014.0,,,,,,
6523,GER,"Zilberman, Polina",WIM,WIM,,,,,2002.0,,,
6524,MAS,"Abdullah, Mohd Kamal",CM,,,2016.0,,,,,,
6525,MEX,"Acevedo Garcia, Hilda",WCM,WCM,2007.0,,,,,,,
6526,IND,"Acharya, Chandragupta K.",FM,,,,,,,,,
6527,USA,"Adamson, Robby",FM,,,,,,,,,
6528,NED,"Akrawi, Samir",FM,,,,,,,,,
6529,KSA,"Al Ghamdi, Ahmed M",CM,,,2016.0,,,,,,
6530,PHI,"Alaan, Vince",FM,,,,,,,,,
6531,GER,"Albert, Joerg",CM,,,2008.0,,,,,,
6532,ENG,"Allicock, Rawle A",FM,,,,,2005.0,,,,
6533,ISR,"Alterman, Boris",GM,,,,,,,1991.0,,1992.0
6534,PAK,"Amer, Karim",FM,,,,,2020.0,,,,
6535,ARG,"Amura, Claudia",WGM,WGM,,,,,1990.0,,1998.0,
6536,GRE,"Anagnostopoulos, Dimitri",GM,,,,,,,,,1996.0
6537,RUS,"Annenkov, Kirill",FM,,,,,1997.0,,,,
6538,CYP,"Antoniou, Antonis",FM,,,2006.0,,2012.0,,,,
6539,FRA,"Apicella, Manuel",GM,,,,,,,1989.0,,1995.0
6540,UKR,"Ataiev, Azat",FM,,,,,2006.0,,,,
6541,EGY,"Atea, Saad",FM,,,,,2015.0,,,,
6542,RUS,"Averchenko, Sergej",FM,,,,,,,,,
6543,ROU,"Baciu, Anca-Otilia",WFM,WFM,,,,,,,,
6544,ESP,"Bajo Gutierrez, Ignacio",FM,,,,,,,,,
6545,CZE,"Bakalar, Petr",FM,,,,,,,,,
6546,RUS,"Baranov, Alexey",FM,,,,,,,,,
6547,FRA,"Baron, Thierry",FM,,,,,2009.0,,,,
6548,GER,"Barth, Norbert, Dr.",FM,,,,,2007.0,,,,
6549,BEL,"Bauduin, Etienne",FM,,,,,2007.0,,,,
6550,SUI,"Bauert, Ralph",FM,,,,,2012.0,,,,
6551,AUT,"Bawart, Markus",FM,,,,,,,,,
6552,SRB,"Begus, Drasko",FM,,,,,,,,,
6553,CAN,"Belc, Daniela",WFM,WFM,,,,,,,,
6554,RUS,"Belikov, Alexey",FM,,,,,2005.0,,,,
6555,ITA,"Bellomo, Francesco",FM,,,,,,,,,
6556,UKR,"Bezborodova, Olga",WFM,WFM,,,2008.0,,,,,
6557,SRB,"Biocanin, Goran",FM,,,,,2011.0,,,,
6558,CZE,"Biolek, Richard",IM,,,,,,,1993.0,,
6559,GER,"Birk, Steffen",FM,,,,,,,,,
6560,GER,"Bode, Wilfried",FM,,,,,,,,,
6561,ISR,"Bolotnikov, Viktor",FM,,,,,,,,,
6562,FRA,"Borne, Niels",FM,,,,,,,,,
6563,HUN,"Borocz, Istvan",IM,,,,,,,1994.0,,
6564,GER,"Borriss, Martin, Dr.",IM,,,,,,,1991.0,,
6565,NED,"Bosch, Jeroen",IM,,,,,,,,,
6566,AUT,"Brandner, Stefan",FM,,,,,,,,,
6567,SUI,"Burnier, David",FM,,,,,,,,,
6568,POL,"Bus, Mariusz",IM,,,,,,,1991.0,,
6569,UKR,"Byelopolskiy, V.",IM,,,,,,,2001.0,,
6570,AUS,"Canfell, Gregory J",FM,,,,,,,,,
6571,CHI,"Capo Iturrieta, Olga",WFM,WFM,,,,,,,,
6572,USA,"Casella, Michael",FM,,,,,,,,,
6573,RUS,"Chapliev, Aleksandr",FM,,,,,,,,,
6574,RUS,"Chashchin, Mikhail",FM,,,,,2008.0,,,,
6575,GER,"Chen, Tsung",FM,,,,,2010.0,,,,
6576,CHN,"Chen, Yilang",WFM,WFM,,,,,,,,
6577,ITA,"Cherin, Diego",FM,,,,,2006.0,,,,
6578,ENG,"Clarke, Stuart W",FM,,,,,,,,,
6579,ENG,"Cooper, Lawrence H",IM,,,,,,,2001.0,,
6580,MEX,"Corona Rangel, Jesus",FM,,,,,,,,,
6581,CRO,"Dabo-Peranic, Robert",FM,,,,,2008.0,,,,
6582,SRB,"Damjanovic, Vladimir",FM,,,,,,,,,
6583,MKD,"Danchevski, Orce",IM,,,,,,,1998.0,,
6584,GRE,"Daniilidis, Aris",FM,,,,,,,,,
6585,GER,"Dargel, Manuel",FM,,,,,2008.0,,,,
6586,ITA,"David, Alberto",GM,,,,,,,,,
6587,RUS,"Davidova, Elena",WFM,WFM,,,2013.0,,,,,
6588,ARG,"De Dovitiis, Alejo",IM,,,,,,,2006.0,,
6589,RUS,"Degterev, Alexander",FM,,,,,2004.0,,,,
6590,POL,"Delekta, Piotr",FM,,,,,2005.0,,,,
6591,ARU,"Dijkhoff, Raymundo",CM,,,2008.0,,,,,,
6592,BRA,"Disconzi da Silva, Rodrigo",IM,,,,,1995.0,,2006.0,,
6593,NOR,"Djurhuus, Rune",GM,,,,,,,,,
6594,SRB,"Dmitrovic, Tomislav",FM,,,,,,,,,
6595,LTU,"Domarkaite, Laima",WFM,WFM,,,,,,,,
6596,CRO,"Doric, Nenad",IM,,,,,,,,,
6597,RUS,"Dorzhiev, Bair",FM,,,,,2020.0,,,,
6598,RUS,"Driamin, Dmitry",IM,,,,,,,,,
6599,ENG,"Duncan, Chris R",FM,,,,,,,,,
6600,NZL,"Duneas, John",FM,,,2017.0,,2019.0,,,,
6601,CAN,"Duong, Thanh Nha",IM,,,,,,,,,
6602,INA,Ediyanto,FM,,,,,2015.0,,,,
6603,RUS,"Efremova, Svetlana",WIM,WIM,,,,,,,,
6604,LBN,"Eid, Fadi",IM,,,,,,,,,
6605,USA,"Enkhbat, Tegshsuren",IM,,,,,,,2009.0,,
6606,FRA,"Estival, Alain",FM,,,,,2012.0,,,,
6607,USA,"Evans, Bela",FM,,,,,,,,,
6608,POR,"Fanha, Paulo",CM,,,2015.0,,,,,,
6609,ITA,"Ferretti, Folco",FM,,,,,,,,,
6610,ARG,"Filgueira, Hernan",IM,,,,,,,2009.0,,
6611,DEN,"Fredericia, Louise",WFM,WFM,,,2009.0,,,,,
6612,UKR,"Frolov, Artur",IM,,,,,,,1991.0,,
6613,AUT,"Ganaus, Hannes",IM,,,,,,,2001.0,,
6614,FRA,"Garrido, Denis",FM,,,,,2009.0,,,,
6615,KAZ,"Gavryushin, Oleg",FM,,,,,,,,,
6616,GER,"Gazic, Josip",FM,,,,,2010.0,,,,
6617,POL,"Gdanski, Jacek",GM,,,,,,,1988.0,,1997.0
6618,TKM,"Geldyev, Kochmurad",FM,,,,,,,,,
6619,BUL,"Genov, Petar",GM,,,,,,,1992.0,,2002.0
6620,ARG,"Giaccio, Alfredo",GM,,,,,,,1995.0,,2013.0
6621,SUI,"Giertz, Niklaus",FM,,,,,1995.0,,,,
6622,UKR,"Golubev, Mikhail",GM,,,,,,,1992.0,,1996.0
6623,BRA,"Gomes, Luiz Alexandre de Souza",FM,,,,,2006.0,,,,
6624,ESP,"Gomez Jurado, Luis Alberto",FM,,,,,2006.0,,,,
6625,ROU,"Grigore, George-Gabriel",GM,,,,,,,2002.0,,
6626,GER,"Gruber, Thomas",FM,,,,,2004.0,,,,
6627,SRB,"Grujic, Zoran",FM,,,,,2014.0,,,,
6628,POL,"Gruszka, Danuta",WFM,WFM,,,,,,,,
6629,ESP,"Guerra Bastida, Diego",IM,,,,,,,2005.0,,
6630,ESP,"Guzman Moneo, Alberto",CM,,,2021.0,,,,,,
6631,JPN,"Habu, Yoshiharu",FM,,,,,2004.0,,,,
6632,GER,"Hackel, Mario",FM,,,,,,,,,
6633,NOR,"Hagesather, Halvard",FM,,,2010.0,,2015.0,,,,
6634,DEN,"Hansen, Bjarne",FM,,,,,2014.0,,,,
6635,GER,"Hausknecht, Matthias",FM,,,,,,,,,
6636,ENG,"Hennigan, Michael T",IM,,,,,,,1991.0,,
6637,MEX,"Hernandez Guerrero, Gilberto",GM,,,,,,,,,1995.0
6638,DOM,"Hernandez Sevillano, Gustavo Rafael",IM,,,,,,,,,
6639,SWE,"Hillarp Persson, Tiger",GM,,,,,,,,,1999.0
6640,CZE,"Hlavnicka, Jiri",FM,,,,,,,,,
6641,GER,"Hoffmann, Michael",GM,,,,,,,1991.0,,2009.0
6642,FIN,"Holmsten, Aleksei",IM,,,,,,,2001.0,,
6643,JAM,"Holness, Mark",CM,,,2010.0,,,,,,
6644,CZE,"Hracek, Zbynek",GM,,,,,,,1990.0,,1993.0
6645,SVK,"Hrtko, Vladimir",CM,,,2012.0,,,,,,
6646,MYA,Htun Htun Than,FM,,,,,2004.0,,,,
6647,GER,"Hueller, Kathrin",WFM,WFM,,,,,,,,
6648,HON,"Huguet, Sergio",FM,,,2005.0,,2006.0,,,,
6649,ESP,"Ibanez Tarradellas, Eduardo",FM,,,,,2011.0,,,,
6650,GER,"Illner, Achim, Dr.",IM,,,,,,,2012.0,,
6651,RUS,"Jaghubov, Emin Z.",FM,,,,,,,,,
6652,DEN,"Jakobsen, Lars Veno",FM,,,,,,,,,
6653,GEO,"Janjghava, Lasha",GM,,,,,,,1989.0,,1990.0
6654,DEN,"Jorgensen, Brian",FM,,,,,2016.0,,,,
6655,GER,"Jussupow, Nadia",WFM,WFM,,,2005.0,,,,,
6656,JCI,"Kahn, Tito",FM,,,,,2020.0,,,,
6657,GRE,"Kalesis, Nikolaos",IM,,,,,,,1993.0,,
6658,RUS,"Kalugin, Sergey G.",GM,,,,,,,,,2000.0
6659,HUN,"Karacsony, Attila",FM,,,,,2006.0,,,,
6660,RUS,"Karavaev, Vladimir",FM,,,,,2013.0,,,,
6661,GER,"Kassebaum, Roman",FM,,,,,2014.0,,,,
6662,USA,"Khachiyan, Melikset",GM,,,,,,,1995.0,,
6663,RUS,"Kichubaev, Kamil",IM,,,,,,,2004.0,,
6664,GER,"Kiefhaber, Holger",FM,,,,,2011.0,,,,
6665,CYP,"Klerides, Paris",FM,,,,,2006.0,,,,
6666,RUS,"Klyuchnikov, Vladimir",FM,,,,,,,,,
6667,FRA,"Koch, Jean-Rene",IM,,,,,,,1989.0,,
6668,POL,"Kocwin, Bartosz",FM,,,,,2008.0,,,,
6669,RUS,"Kojemiaka, Dmitri",FM,,,,,,,,,
6670,CZE,"Kopal, Josef",FM,,,,,2005.0,,,,
6671,ISR,"Kosashvili, Yona",GM,,,,,,,1990.0,,1994.0
6672,GER,"Koscielski, Janusz",FM,,,,,,,,,
6673,MNE,"Kosic, Dragan",GM,,,,,,,1987.0,,1995.0
6674,NED,"Koster, Leon",FM,,,,,2008.0,,,,
6675,RUS,"Kovaleva, Olga",WFM,WFM,,,,,,,,
6676,HUN,"Kozma, Karoly",FM,,,,,,,,,
6677,RUS,"Kudriavtseva, Natalia",WFM,WFM,,,2012.0,,,,,
6678,POL,"Kula, Robert",FM,,,,,,,,,
6679,GER,"Kunze, Carlo",FM,,,,,,,,,
6680,SUI,"Kupper, Patrick",FM,,,,,,,,,
6681,UZB,"Kurbedinov, Ramis",IM,,,,,,,,,
6682,SRB,"Kurcubic, Aleksandar",FM,,,,,,,,,
6683,MYA,Kyaw Kyaw Soe,FM,,,,,2004.0,,,,
6684,GER,"Lampe, Dirk",FM,,,,,,,,,
6685,MEX,"Lares Flores, Manuel de Jesus",FM,,,,,2008.0,,,,
6686,LTU,"Lasinskas, Povilas",FM,,,,,2008.0,,,,
6687,GER,"Laux, Tino, Dr.",FM,,,,,,,,,
6688,SWE,"Laveryd, Peter",FM,,,,,2014.0,,,,
6689,FRA,"Leconte, Maria",WGM,WGM,,,,,,,2002.0,
6690,GER,"Leiser, Sven",FM,,,,,1995.0,,,,
6691,CRO,"Leventic, Ivan",GM,,,,,,,1992.0,,2005.0
6692,ESP,"Lezcano Jaen, Pedro",IM,,,,,,,,,
6693,CHN,"Liang, Zhihua",WIM,WIM,,,1993.0,,2008.0,,,
6694,SUI,"Liardet, Fabrice",FM,,,,,,,,,
6695,CRO,"Licina, Zoran",FM,,,,,,,,,
6696,CHN,"Lin, Weiguo",IM,,,,,,,1992.0,,
6697,INA,"Lioe, Dede",IM,,,,,,,1994.0,,
6698,SWE,"Logdahl, Harald",FM,,,,,2009.0,,,,
6699,ESP,"Lopez Mateo, Pedro Antonio",FM,,,,,2010.0,,,,
6700,UKR,"Lornye, Pylyp",FM,,,,,2018.0,,,,
6701,NZL,"Lourenco, Eva",WCM,WCM,2017.0,,,,,,,
6702,GER,"Luecke, Norbert",IM,,,,,,,1992.0,,
6703,GER,"Lutz, Anke",WIM,WIM,,,,,1995.0,,,
6704,SMR,"Maccapani, Massimiliano",CM,,,2006.0,,,,,,
6705,ENG,"Mack, Andrew L",FM,,,,,2008.0,,,,
6706,SCO,"MacKay, Ian D",FM,,,,,,,,,
6707,EST,"Maidla, Vallo",IM,,,,,,,,,
6708,SRB,"Maksimovic, Dejan",IM,,,,,,,2005.0,,
6709,ITA,"Malloni, Marcello",FM,,,,,2011.0,,,,
6710,LIE,"Mannhart, Marcel",FM,,,2012.0,,2018.0,,,,
6711,FIN,"Manninen, Marko",IM,,,,,,,1995.0,,
6712,COL,"Manrique Ochoa, Fernando",CM,,,2014.0,,,,,,
6713,SRB,"Maric, Alisa",IM,WGM,,,,,1986.0,1993.0,,
6714,SRB,"Maric, Mirjana",WGM,WGM,,,1985.0,,,,1991.0,
6715,ROU,"Marin, Irina-Luiza",WIM,WIM,,,,,,,,
6716,NED,"Martens, Martin",IM,,,,,,,1993.0,,
6717,CUB,"Martin Gonzalez, Orlando Jose",FM,,,,,2014.0,,,,
6718,ESP,"Martinez Rodriguez, Pablo",FM,,,,,2004.0,,,,
6719,PHI,"Martinez, Rolly",IM,,,,,,,2006.0,,
6720,ARG,"Martino, Jorge",CM,,,2012.0,,,,,,
6721,BRA,"Martins, Carlos",FM,,,,,,,,,
6722,SRB,"Masic, Predrag",IM,,,,,,,1999.0,,
6723,POL,"Masternak, Grzegorz",IM,,,,,,,1996.0,,
6724,KAZ,"Matros, Alexander",IM,,,,,,,1995.0,,
6725,RUS,"Matsenko, Elena",WFM,WFM,,,2008.0,,,,,
6726,BRA,"Matsuura, Everaldo",GM,,,,,,,1995.0,,2011.0
6727,GER,"Meins, Gerlef",IM,,,,,,,1997.0,,
6728,CAN,"Mikanovic, Goran",FM,,,,,,,,,
6729,SRB,"Milicevic, Olivera",WFM,WFM,,,,,,,,
6730,SWE,"Milivojevic, Neven",FM,,,,,,,,,
6731,RUS,"Minskiy, Andrey",FM,,,,,2010.0,,,,
6732,PUR,"Montanez Nazario, Roberto",CM,,,2012.0,,,,,,
6733,PLW,"Montel Jr, Cyril Tomas",CM,,,2018.0,,,,,,
6734,ESP,"Moreno Ruiz, Javier",IM,,,,,,,2001.0,,
6735,GER,"Mueller, Karsten, Dr.",GM,,,,,,,1991.0,,1998.0
6736,CRO,"Nagrajsalovic, Miroslav",FM,,,,,,,,,
6737,MKD,"Najdoski, Toni",GM,,,,,,,,,1998.0
6738,EST,"Narva, Regina",WFM,WFM,,,2007.0,,,,,
6739,CUB,"Navarro, Ernesto",FM,,,,,2004.0,,,,
6740,UKR,"Nedobora, Mikhail",IM,,,,,,,1993.0,,
6741,LBN,"Nekrasova, Elena",WFM,WFM,,,,,,,,
6742,RUS,"Nemtzev, Igor",FM,,,,,,,,,
6743,VIE,"Nguyen, Thuan Hoa",WIM,WIM,,,,,,,,
6744,IRQ,"Noah, A .H. Al-Ali",IM,,,,,,,2009.0,,
6745,CRO,"Novak, Danijel",FM,,,,,2007.0,,,,
6746,RUS,"Novik, Maxim",GM,,,,,,,,,2003.0
6747,PER,"Oblitas, Carlomagno",IM,,,,,,,1992.0,,
6748,POL,"Okrucinski, Tadeusz",FM,,,,,,,,,
6749,NGR,"Oparaugo, Thomas",IM,,,,,,,1999.0,,
6750,GER,"Orlowski, Juergen",FM,,,,,,,,,
6751,RUS,"Osipov, Andrey V.",FM,,,,,2006.0,,,,
6752,GER,"Pajeken, Wolfgang",FM,,,,,,,,,
6753,GER,"Panzalovic, Srdjan",IM,,,,,,,1999.0,,
6754,VEN,"Paredes Rodriguez, Elias",CM,,,2014.0,,,,,,
6755,USA,"Pelech, Leslie",WFM,WFM,,,1993.0,,,,,
6756,PAR,"Peralta, Eduardo",FM,,,,,,,,,
6757,CUB,"Perez Pino, Jesus",FM,,,,,2009.0,,,,
6758,HUN,"Peter, Ambrus",IM,,,,,,,1995.0,,
6759,PAN,"Pina Rosas, Marcos Arturo",CM,,,2017.0,,,,,,
6760,RUS,"Pogorelskikh, Sergey",FM,,,,,2015.0,,,,
6761,GER,"Polischuk, Viktor",FM,,,,,2008.0,,,,
6762,CUB,"Ponce Suarez, Hiram",FM,,,,,,,,,
6763,RUS,"Ponomariov, Valeriy",FM,,,,,,,,,
6764,JAM,"Porter, Russel",CM,,,2011.0,,,,,,
6765,COL,"Pupo, Emilio",IM,,,,,,,1996.0,,
6766,GER,"Puth, Dieter",FM,,,,,,,,,
6767,ENG,"Quillan, Gary",IM,,,,,,,2009.0,,
6768,GER,"Quist, Sven Roy, Dr.",CM,,,2008.0,,,,,,
6769,ESP,"Rahal, Michael A",IM,,,,,,,1999.0,,
6770,CUB,"Ramos Pineiro, Alexis",FM,,,,,2004.0,,,,
6771,USA,"Rao, Vivek",IM,,,,,,,1993.0,,
6772,GER,"Rasch, Holger",FM,,,,,2009.0,,,,
6773,GER,"Rechel, Bernd",IM,,,,,,,,,
6774,ARG,"Restuccia, Francisco",CM,,,2019.0,,,,,,
6775,GER,"Riediger, Martin",FM,,,,,2005.0,,,,
6776,CUB,"Rodriguez Pena, Dagoberto",FM,,,,,2012.0,,,,
6777,VEN,"Rodriguez Portela, Daniel",FM,,,2014.0,,2016.0,,,,
6778,MEX,"Romero Aguilar, Ricardo Alberto",CM,,,2006.0,,,,,,
6779,CRO,"Rosandic, Denis",FM,,,,,,,,,
6780,GER,"Rosenthal, Dirk",FM,,,,,,,,,
6781,ARG,"Rosito, Jorge",IM,,,,,,,1998.0,,
6782,COL,"Ruge, Edison",FM,,,,,2014.0,,,,
6783,BIH,"Runic, Zoran",IM,,,,,,,2002.0,,
6784,SCO,"Ruxton, Keith",FM,,,,,2007.0,,,,
6785,CZE,"Ryvova, Anna",WFM,WFM,,,2004.0,,,,,
6786,ITA,"Saccone, Fabio",FM,,,,,,,,,
6787,INA,"Sadikin The, Irwanto",IM,,,,,1995.0,,2006.0,,
6788,BEL,"Saiboulatov, Daniyal",IM,,,,,,,2006.0,,
6789,ESP,"San Segundo Carrillo, Pablo",GM,,,,,,,1990.0,,1995.0
6790,PHI,"Sanchez, Joseph",GM,,,,,,,2004.0,,2009.0
6791,RUS,"Sandrin, Vladimir",FM,,,,,2005.0,,,,
6792,GER,"Schenk, Alexander",FM,,,,,2007.0,,,,
6793,GER,"Schmitt, Axel",FM,,,,,,,,,
6794,USA,"Schwartz, Ylon",FM,,,,,,,,,
6795,RUS,"Sergeev, Albert",IM,,,,,,,2001.0,,
6796,KAZ,"Serikbayev, Yerlan",FM,,,,,,,,,
6797,UKR,"Shved, Irina",WIM,WIM,,,,,,,,
6798,SLO,"Simic, Dragan",FM,,,,,,,,,
6799,JCI,"Simmons, Matthew",CM,,,2004.0,,,,,,
6800,HUN,"Simo, Judit",WCM,WCM,2008.0,,,,,,,
6801,GER,"Singer, Christoph",IM,,,,,2006.0,,2017.0,,
6802,AZE,"Sofieva, Ainur",WGM,WGM,,,,,1988.0,,1991.0,
6803,IRI,"Sokhangou, R.",WCM,WCM,2017.0,,,,,,,
6804,KAZ,"Soltanov, Serik",FM,,,,,,,,,
6805,KAZ,"Son, Asya",WFM,WFM,,,1996.0,,,,,
6806,HUN,"Soos, Arpad",IM,,,,,,,1996.0,,
6807,DEN,"Sorensen, Jan",IM,,,,,,,1991.0,,
6808,PER,"Soto Vega, Jorge",FM,,,,,2006.0,,,,
6809,AUT,"Srienz, Christian",FM,,,,,2012.0,,,,
6810,SRB,"Stamenkovic, Zoran",IM,,,,,,,,,
6811,AUT,"Staudner, Oliver",FM,,,,,,,,,
6812,GER,"Steinbacher, Claudia",WIM,WIM,,,,,2007.0,,,
6813,RUS,"Stjazhkina, Olga",WGM,WGM,,,,,,,,
6814,DEN,"Stojanovski, Sandi",FM,,,,,2017.0,,,,
6815,CZE,"Strasil, Pavel",CM,,,2007.0,,,,,,
6816,NED,"Strating, Sybolt",FM,,,,,,,,,
6817,USA,"Stripunsky, Alexander",GM,,,,,,,1993.0,,1998.0
6818,AUT,"Stuhlik, Marko",FM,,,,,,,,,
6819,RUS,"Suleymanyants, Odisey",FM,,,,,2010.0,,,,
6820,SUI,"Sutter, Oliver",FM,,,,,,,,,
6821,HUN,"Szelenyi, Norbert",FM,,,,,,,,,
6822,INA,"Tamin, Upi Darmayana",WIM,WIM,,,,,1985.0,,,
6823,SGP,"Tan, Winnie",WCM,WCM,2012.0,,,,,,,
6824,JCI,"Tandy, Chris",CM,,,2009.0,,,,,,
6825,SGP,"Tay, Junior",CM,,,2013.0,,,,,,
6826,GER,"Teuber, Andreas",CM,,,2015.0,,,,,,
6827,GER,"Thiede, Lars",IM,,,,,,,,,
6828,NED,"Tjiam, Dharma",IM,,,,,,,2007.0,,
6829,AUT,"Tober, Gerhard",FM,,,,,2005.0,,,,
6830,SRB,"Todorovic, Jovan",IM,,,,,,,2008.0,,
6831,CRO,"Tomerlin, Sinisa",FM,,,,,2020.0,,,,
6832,ROU,"Tomescu, Vlad",IM,,,,,,,1997.0,,
6833,RUS,"Torounova, Elena",WFM,WFM,,,,,,,,
6834,GER,"Torres-Kuckel, Rafael",FM,,,,,,,,,
6835,FRA,"Toulzac, Pierre-Yves",FM,,,,,,,,,
